LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BEL,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.543653175,P
BEL,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.211094577,P
BEL,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.108778231,P
ISR,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.816545001,
ISR,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.713848958,
ISR,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.404443614,
ISR,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.16385609,
ISR,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.852409653,
ISR,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.218770045,
ISR,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-8.760464937,
ISR,QGDP,TOT,PC_CHGPP,Q,2020-Q3,8.863303699,
ISR,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.303684308,
ISR,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.310395383,
ISR,QGDP,TOT,PC_CHGPP,Q,2021-Q2,3.975902064,
ISR,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.039394093,
ISR,QGDP,TOT,PC_CHGPP,Q,2021-Q4,4.448364418,
ISR,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.765645614,
ISR,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.516090605,
ISR,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.529305626,
ISR,QGDP,TOT,PC_CHGPP,Q,2022-Q4,1.421818857,
TUR,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-3.184115348,
TUR,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.901026683,
TUR,QGDP,TOT,PC_CHGPP,Q,2019-Q2,2.379951147,
TUR,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.050625441,
TUR,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.364629963,
TUR,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.51983281,
TUR,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-10.371752592,
TUR,QGDP,TOT,PC_CHGPP,Q,2020-Q3,15.649317805,
TUR,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.084647787,
TUR,QGDP,TOT,PC_CHGPP,Q,2021-Q1,2.616659059,
TUR,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.994956988,
TUR,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.714482826,
TUR,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.575638393,
TUR,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.732925413,
TUR,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.845509858,
TUR,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.08052983,
TUR,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.937447501,
IND,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.47792,
IND,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.03147,
IND,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.44419,
IND,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.56335,
IND,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.15263,
IND,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.1068,
IND,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-22.56279,
IND,QGDP,TOT,PC_CHGPP,Q,2020-Q3,22.58889,
IND,QGDP,TOT,PC_CHGPP,Q,2020-Q4,6.30126,
IND,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.36017,
IND,QGDP,TOT,PC_CHGPP,Q,2021-Q2,-7.57764,
IND,QGDP,TOT,PC_CHGPP,Q,2021-Q3,9.36381,
IND,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.9399,
IND,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.80835,
IND,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.97631,
IND,QGDP,TOT,PC_CHGPP,Q,2022-Q3,1.66457,
IND,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.69169,
LVA,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.986960908,
LVA,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.285755316,
LVA,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.620646361,
LVA,QGDP,TOT,PC_CHGPP,Q,2019-Q3,-0.035989106,
LVA,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.387627983,
LVA,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.524137872,
LVA,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.942597429,
LVA,QGDP,TOT,PC_CHGPP,Q,2020-Q3,5.760761994,
LVA,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.861892721,
LVA,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.674429109,
LVA,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.196587551,
LVA,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.023433336,
LVA,QGDP,TOT,PC_CHGPP,Q,2021-Q4,-0.184364844,
LVA,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.883074262,
LVA,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-0.345534291,
LVA,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-1.027692007,
LVA,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.025704139,
CZE,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.738773543,
CZE,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.911971974,
CZE,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.673307922,
CZE,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.671601571,
CZE,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.483390672,
CZE,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-3.242594973,
CZE,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-8.848739463,
CZE,QGDP,TOT,PC_CHGPP,Q,2020-Q3,6.953208665,
CZE,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.140550376,
CZE,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.495155357,
CZE,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.389823598,
CZE,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.697764004,
CZE,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.849939884,
CZE,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.647410622,
CZE,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.27533313,
CZE,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.317702462,
CZE,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.363482601,
POL,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.981563471,
POL,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.394995845,
POL,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.904398233,
POL,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.74318166,
POL,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.653723822,
POL,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.740482537,
POL,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-9.20559796,
POL,QGDP,TOT,PC_CHGPP,Q,2020-Q3,6.761717909,
POL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.121471225,
POL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,2.571794875,
POL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.173567115,
POL,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.088769567,
POL,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.634625676,
POL,QGDP,TOT,PC_CHGPP,Q,2022-Q1,4.255502011,
POL,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-2.335642348,
POL,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.958997775,
POL,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-2.400004845,
DEU,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.794634591,
DEU,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.71562698,P
DEU,QGDP,TOT,PC_CHGPP,Q,2019-Q2,-0.167744144,P
DEU,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.112016509,P
DEU,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.261074062,P
DEU,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.422765492,P
DEU,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-9.481133512,P
DEU,QGDP,TOT,PC_CHGPP,Q,2020-Q3,9.004694909,P
DEU,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.621471543,P
DEU,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-1.468048603,P
DEU,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.928643933,P
DEU,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.785236875,P
DEU,QGDP,TOT,PC_CHGPP,Q,2021-Q4,-0.02815511,P
DEU,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.798165444,P
DEU,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.102467306,P
DEU,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.474595209,P
DEU,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.435311131,P
IDN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.265040486,
IDN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.236642814,
IDN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.243246794,
IDN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.194572399,
IDN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.066738103,
IDN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.655186031,
IDN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.944950312,
IDN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,3.350092263,
IDN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.405581464,
IDN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.000447045,
IDN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,0.233900409,
IDN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.109026297,
IDN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,3.276353595,
IDN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.077360185,
IDN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.920544314,
IDN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.700981909,
IDN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,2.162301337,
LUX,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.342425415,
LUX,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.305440693,
LUX,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.761085703,
LUX,QGDP,TOT,PC_CHGPP,Q,2019-Q3,-0.009661553,
LUX,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.506468116,
LUX,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.233812646,
LUX,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-5.559299793,
LUX,QGDP,TOT,PC_CHGPP,Q,2020-Q3,8.290337456,
LUX,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.368679044,
LUX,QGDP,TOT,PC_CHGPP,Q,2021-Q1,2.021735062,
LUX,QGDP,TOT,PC_CHGPP,Q,2021-Q2,0.581737437,
LUX,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-0.194103088,
LUX,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.633183727,
LUX,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.745967202,P
LUX,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-0.497233163,P
LUX,QGDP,TOT,PC_CHGPP,Q,2022-Q3,1.110320251,P
ZAF,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.352776575,
ZAF,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.905936171,
ZAF,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.408283926,
ZAF,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.138505833,
ZAF,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.034571232,
ZAF,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.000695682,
ZAF,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-17.094183366,
ZAF,QGDP,TOT,PC_CHGPP,Q,2020-Q3,13.764967337,
ZAF,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.696950399,
ZAF,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.822924303,
ZAF,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.387912495,
ZAF,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-1.801676582,
ZAF,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.369403562,
ZAF,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.591799411,
ZAF,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-0.795672523,
ZAF,QGDP,TOT,PC_CHGPP,Q,2022-Q3,1.819612486,
ZAF,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-1.252836804,
RUS,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.663966548,
RUS,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.038077851,
RUS,QGDP,TOT,PC_CHGPP,Q,2019-Q2,2.261719554,
RUS,QGDP,TOT,PC_CHGPP,Q,2019-Q3,-0.978355601,
RUS,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.452487734,
RUS,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.196323318,
RUS,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-4.485002074,
RUS,QGDP,TOT,PC_CHGPP,Q,2020-Q3,2.7780786,
RUS,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.739743224,
RUS,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.680789326,
RUS,QGDP,TOT,PC_CHGPP,Q,2021-Q2,3.190933741,
RUS,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-0.794505895,
PRT,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.608994992,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.882987755,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.571006817,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.451880731,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.820784598,
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-4.355487705,
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-15.119496961,
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q3,14.588001222,
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.370563245,
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-2.559961929,P
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q2,4.426176806,P
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.802832825,P
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.927323082,P
PRT,QGDP,TOT,PC_CHGPP,Q,2022-Q1,2.25545833,P
PRT,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.239796715,P
PRT,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.349939258,P
PRT,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.338846094,P
ITA,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.291912901,
ITA,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.189599102,
ITA,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.21554746,
ITA,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.061782352,
ITA,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.800828794,
ITA,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-5.780682539,
ITA,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-12.071695945,
ITA,QGDP,TOT,PC_CHGPP,Q,2020-Q3,14.251541927,
ITA,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.687573353,
ITA,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.478026943,
ITA,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.417697538,
ITA,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.901945924,
ITA,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.925439552,
ITA,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.129885374,
ITA,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.030937132,
ITA,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.397286669,
ITA,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.130871434,
AUT,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.161232388,
AUT,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.524885674,
AUT,QGDP,TOT,PC_CHGPP,Q,2019-Q2,-0.463853083,
AUT,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.572812516,
AUT,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.526095986,
AUT,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.459992972,
AUT,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-11.431778628,
AUT,QGDP,TOT,PC_CHGPP,Q,2020-Q3,11.353646415,
AUT,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-1.738626805,
AUT,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-1.265851186,
AUT,QGDP,TOT,PC_CHGPP,Q,2021-Q2,4.128453288,
AUT,QGDP,TOT,PC_CHGPP,Q,2021-Q3,4.244865631,
AUT,QGDP,TOT,PC_CHGPP,Q,2021-Q4,-0.756046042,
AUT,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.81305257,
AUT,QGDP,TOT,PC_CHGPP,Q,2022-Q2,2.074010506,
AUT,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.093540029,
AUT,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.035258732,
IRL,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.018265299,
IRL,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.578675756,
IRL,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.638893287,
IRL,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.797858,
IRL,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.270226501,
IRL,QGDP,TOT,PC_CHGPP,Q,2020-Q1,2.678829838,
IRL,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-5.588505324,
IRL,QGDP,TOT,PC_CHGPP,Q,2020-Q3,12.880212689,
IRL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-4.759692389,
IRL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,9.127466138,
IRL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.91322289,
IRL,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.77077569,
IRL,QGDP,TOT,PC_CHGPP,Q,2021-Q4,-1.262947995,
IRL,QGDP,TOT,PC_CHGPP,Q,2022-Q1,7.188414686,
IRL,QGDP,TOT,PC_CHGPP,Q,2022-Q2,2.281044509,
IRL,QGDP,TOT,PC_CHGPP,Q,2022-Q3,2.844614877,
IRL,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.304551635,
CHE,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.276382389,
CHE,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.134363588,
CHE,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.432001228,
CHE,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.53794494,
CHE,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.598778802,
CHE,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.505430657,
CHE,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-7.055715635,
CHE,QGDP,TOT,PC_CHGPP,Q,2020-Q3,7.270475534,
CHE,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.345350051,
CHE,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.139170746,
CHE,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.98738369,
CHE,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.711542445,
CHE,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.189981019,
CHE,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.335839799,
CHE,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.290925818,
CHE,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.161906067,
CHE,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.026388506,
NZL,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.291419131,
NZL,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.633556542,
NZL,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.610867837,
NZL,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.926227096,
NZL,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.451190129,
NZL,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.052631579,
NZL,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-10.136491369,
NZL,QGDP,TOT,PC_CHGPP,Q,2020-Q3,14.144086871,
NZL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.555446841,
NZL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,2.084342456,
NZL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.370961285,
NZL,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-3.883256083,
NZL,QGDP,TOT,PC_CHGPP,Q,2021-Q4,2.857185913,
NZL,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.43952824,
NZL,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.885071003,
NZL,QGDP,TOT,PC_CHGPP,Q,2022-Q3,2.014847767,
CHN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.4,
CHN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.7,
CHN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.4,
CHN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.3,
CHN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.1,
CHN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-10.1,
CHN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,11.6,
CHN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,3.2,
CHN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.4,
CHN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.8,
CHN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.4,
CHN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.4,
CHN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.3,
CHN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.6,
CHN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-2.7,
CHN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,3.9,
CHN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0,
CHL,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.187413119,
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.068093582,
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.878283505,
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.334615464,
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-3.941958839,
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q1,2.241782344,
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-12.951958514,
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q3,5.451150931,
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,6.665278172,
CHL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,3.663587692,
CHL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.348715839,
CHL,QGDP,TOT,PC_CHGPP,Q,2021-Q3,4.611339688,
CHL,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.692121555,
CHL,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.686220584,
CHL,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.138327182,
CHL,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-1.180470028,
SWE,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.332593219,
SWE,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.525050926,
SWE,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.60852512,
SWE,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.12446912,
SWE,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.469079621,
SWE,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.227145585,
SWE,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-8.068459658,
SWE,QGDP,TOT,PC_CHGPP,Q,2020-Q3,7.307984119,
SWE,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.15176981,
SWE,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.503150233,
SWE,QGDP,TOT,PC_CHGPP,Q,2021-Q2,0.843160841,
SWE,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.786602156,
SWE,QGDP,TOT,PC_CHGPP,Q,2021-Q4,2.124998357,
SWE,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.185678118,
SWE,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.20722605,
SWE,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.343185225,
SWE,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.493889955,
FRA,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.587577886,
FRA,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.661908027,
FRA,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.697739281,
FRA,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.020414245,
FRA,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.256425115,
FRA,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-5.582248653,
FRA,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-13.574172362,
FRA,QGDP,TOT,PC_CHGPP,Q,2020-Q3,18.423649127,
FRA,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.914073346,
FRA,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.057077156,
FRA,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.066066729,
FRA,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.344041374,
FRA,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.579475884,
FRA,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.226964214,
FRA,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.502081867,
FRA,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.168420781,
FRA,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.075117737,
GRC,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.678492799,
GRC,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.790291376,
GRC,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.054076259,
GRC,QGDP,TOT,PC_CHGPP,Q,2019-Q3,-0.412214327,
